Term,Year,Campus,College,Dept,Sbjct,Crse,Sect,Crse Title,Instructor Name,Instr Grp,Crse Type,Crse Lvl,Enroll,# Resp,Resp Rate,Interact,Reflect,Connect,Collab,Contrib,Eval,Synth,Diverse,Respect,Challenge,Creative,Discuss,Feedback,Grading,Questions,Tech
Spring,2021,BD,CMCI,APRD,APRD,2004,104,Intro to Research Methods,"Botwe, Augustine",TA,REC,2000-3999,21,4,19.0%,4.8,4.8,4.8,4.8,4.3,4.5,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.5,4.8
Spring,2021,BD,CMCI,APRD,APRD,2004,105,Intro to Research Methods,"Botwe, Augustine",TA,REC,2000-3999,20,4,20.0%,5.0,4.8,4.5,4.8,4.8,4.5,4.8,4.8,5.0,5.0,4.5,4.5,4.3,4.8,4.3,5.0
Spring,2021,BD,CMCI,APRD,APRD,2004,106,Intro to Research Methods,"Kazmi, Saima Absar",TA,REC,2000-3999,20,8,40.0%,5.0,4.8,4.8,4.9,4.8,4.4,4.5,4.5,5.0,4.6,4.9,4.9,4.3,4.5,5.0,4.9
Spring,2021,BD,CMCI,APRD,APRD,2004,107,Intro to Research Methods,"Lanyon, Stacy Louise",TA,REC,2000-3999,26,7,26.9%,5.0,3.9,3.7,5.0,4.9,4.6,4.7,4.1,4.4,4.0,4.7,4.1,3.6,3.6,4.4,4.4
Spring,2021,BD,CMCI,APRD,APRD,2004,108,Intro to Research Methods,"Lanyon, Stacy Louise",TA,REC,2000-3999,27,7,25.9%,5.0,4.9,4.9,4.9,4.7,4.9,4.7,5.0,5.0,4.9,4.7,4.9,4.9,4.7,4.9,4.9
Spring,2021,BD,CMCI,APRD,APRD,2004,109,Intro to Research Methods,"Foust, Joshua Ross",TA,REC,2000-3999,26,6,23.1%,5.0,4.8,4.8,4.8,4.3,4.8,5.0,4.8,5.0,4.7,4.8,5.0,3.8,4.2,4.7,4.8
Spring,2021,BD,CMCI,APRD,APRD,2004,110,Intro to Research Methods,"Kazmi, Saima Absar",TA,REC,2000-3999,26,3,11.5%,3.3,3.0,2.7,3.7,3.0,2.7,3.0,2.7,3.3,2.3,3.3,4.0,4.0,3.7,3.7,4.0
Spring,2021,BD,CMCI,APRD,APRD,2005,100,Strategic Writing,"Doty, Dawn",INST,LEC,2000-3999,177,43,24.3%,3.8,4.3,4.5,3.4,3.5,4.0,4.3,4.0,4.6,4.3,4.5,3.9,4.0,4.6,4.5,4.4
Spring,2021,BD,CMCI,APRD,APRD,2005,101,Strategic Writing,"Czarnecki, Colette",TA,REC,2000-3999,22,6,27.3%,4.3,4.3,3.8,3.8,4.7,4.2,4.3,4.3,4.2,4.3,4.4,4.3,4.5,4.7,4.5,4.5
Spring,2021,BD,CMCI,APRD,APRD,2005,102,Strategic Writing,"Wright, Kaitlyn Elayne",TA,REC,2000-3999,21,2,9.5%,5.0,5.0,4.5,4.5,4.0,4.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,2005,103,Strategic Writing,"Wright, Kaitlyn Elayne",TA,REC,2000-3999,22,6,27.3%,4.7,4.2,4.2,3.6,4.8,3.4,3.8,3.4,4.7,3.5,3.8,4.7,3.5,4.7,4.3,4.3
Spring,2021,BD,CMCI,APRD,APRD,2005,104,Strategic Writing,"Nathan, Tara Janelle",TA,REC,2000-3999,22,5,22.7%,5.0,4.8,4.8,4.8,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8
Spring,2021,BD,CMCI,APRD,APRD,2005,105,Strategic Writing,"Quichocho, Danielle",OTH,REC,2000-3999,22,9,40.9%,4.9,4.9,5.0,4.4,4.8,4.9,4.9,5.0,5.0,4.9,5.0,5.0,4.9,4.8,4.9,4.9
Spring,2021,BD,CMCI,APRD,APRD,2005,106,Strategic Writing,"Quichocho, Danielle",OTH,REC,2000-3999,22,1,4.5%,4.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,2005,107,Strategic Writing,"Czarnecki, Colette",TA,REC,2000-3999,23,5,21.7%,5.0,4.8,4.8,4.2,5.0,3.8,3.6,4.2,4.8,4.3,4.3,5.0,4.8,4.8,5.0,4.8
Spring,2021,BD,CMCI,APRD,APRD,2005,108,Strategic Writing,"Nathan, Tara Janelle",TA,REC,2000-3999,23,4,17.4%,4.8,4.8,4.5,4.8,4.5,4.5,4.5,4.3,4.5,4.3,5.0,5.0,3.8,3.8,4.3,4.5
Spring,2021,BD,CMCI,APRD,APRD,2006,100,Software and Design App,"Labrecque, Joseph",INST,LEC,2000-3999,184,57,31.0%,4.4,4.8,4.3,3.3,4.1,4.0,4.8,4.3,4.8,4.7,4.9,4.8,4.2,4.9,4.9,4.9
Spring,2021,BD,CMCI,APRD,APRD,2006,101,Software and Design App,"Fickes, Eric",OTH,REC,2000-3999,22,3,13.6%,5.0,5.0,4.7,4.3,4.3,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,2006,102,Software and Design App,"Fickes, Eric",OTH,REC,2000-3999,21,5,23.8%,4.2,3.4,3.0,2.8,4.0,4.0,4.2,5.0,4.2,3.4,5.0,4.4,3.7,4.8,3.8,3.6
Spring,2021,BD,CMCI,APRD,APRD,2006,103,Software and Design App,"Ferguson, Myra Marie",OTH,REC,2000-3999,22,5,22.7%,4.6,4.0,4.0,4.0,4.2,3.8,4.3,3.8,4.8,4.5,4.8,4.6,3.3,3.3,4.2,4.6
Spring,2021,BD,CMCI,APRD,APRD,2006,104,Software and Design App,"Ferguson, Myra Marie",OTH,REC,2000-3999,22,4,18.2%,5.0,4.8,4.7,4.3,4.5,4.3,5.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,2006,105,Software and Design App,"Ferguson, Myra Marie",OTH,REC,2000-3999,22,7,31.8%,5.0,4.9,4.7,4.6,5.0,4.9,4.7,4.5,5.0,4.9,4.7,5.0,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,2006,106,Software and Design App,"Pellman, Gregory Carl",OTH,REC,2000-3999,22,5,22.7%,3.6,3.8,3.8,2.6,3.4,3.2,4.0,4.4,4.6,4.0,4.2,4.2,3.0,4.2,4.2,4.2
Spring,2021,BD,CMCI,APRD,APRD,2006,107,Software and Design App,"Pellman, Gregory Carl",OTH,REC,2000-3999,21,3,14.3%,4.7,4.0,3.3,3.0,3.7,4.0,4.0,2.5,5.0,4.0,3.5,4.3,3.7,3.7,3.7,4.3
Spring,2021,BD,CMCI,APRD,APRD,2006,108,Software and Design App,"Pellman, Gregory Carl",OTH,REC,2000-3999,22,2,9.1%,5.0,5.0,4.5,4.0,4.5,4.0,4.5,5.0,5.0,4.5,4.5,5.0,4.0,4.5,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,2006,109,Software and Design App,"Pellman, Gregory Carl",OTH,REC,2000-3999,10,3,30.0%,4.5,5.0,4.5,1.0,4.0,5.0,5.0,5.0,4.7,5.0,4.5,5.0,5.0,4.5,4.7,4.7
Spring,2021,BD,CMCI,APRD,APRD,3001,1,Visual Design,"Tashakori, Parisa",INST,LEC,2000-3999,13,11,84.6%,4.8,4.7,4.7,4.6,4.7,4.7,4.9,4.5,4.8,4.6,4.6,4.6,4.7,4.1,4.7,4.7
Spring,2021,BD,CMCI,APRD,APRD,3001,3,Visual Design,"Tashakori, Parisa",INST,LEC,2000-3999,8,8,100.0%,4.4,4.3,4.5,4.3,4.1,4.3,4.4,3.7,4.5,4.4,4.5,4.4,4.3,4.0,4.3,4.5
Spring,2021,BD,CMCI,APRD,APRD,3002,1,Communication Platforms,"Prosseda, Bethany Rose",OTH,LEC,2000-3999,31,14,45.2%,4.9,4.9,5.0,4.8,5.0,4.9,4.9,4.6,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.6
Spring,2021,BD,CMCI,APRD,APRD,3002,2,Communication Platforms,"Lenderman, Maxim",OTH,LEC,2000-3999,39,16,41.0%,4.0,4.0,4.3,3.1,3.9,4.0,4.2,4.3,4.6,4.1,4.3,4.2,3.5,4.1,4.5,4.6
Spring,2021,BD,CMCI,APRD,APRD,3002,3,Communication Platforms,"Lynch, Ashley",OTH,LEC,2000-3999,22,7,31.8%,4.1,4.3,4.9,4.0,4.1,3.7,4.7,4.0,4.9,4.3,4.4,4.3,3.9,4.3,3.7,3.9
Spring,2021,BD,CMCI,APRD,APRD,3002,4,Communication Platforms,"Ellerbee, Jocelyn Perkins",OTH,LEC,2000-3999,29,7,24.1%,4.3,4.4,4.8,3.8,4.0,4.2,4.4,4.2,4.7,4.6,4.6,4.3,4.1,4.4,4.4,4.3
Spring,2021,BD,CMCI,APRD,APRD,3003,1,Strat Com Research Methods,"Poole, Lisa Lorraine",OTH,LEC,2000-3999,7,1,14.3%,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0
Spring,2021,BD,CMCI,APRD,APRD,3003,2,Strat Com Research Methods,"Lee, Seow",TTT,LEC,2000-3999,22,9,40.9%,4.3,4.0,4.0,4.4,4.2,4.2,4.1,4.2,4.8,4.3,3.9,4.6,4.3,4.2,4.7,4.3
Spring,2021,BD,CMCI,APRD,APRD,3004,1,Account Management,"Heisten, Mark",OTH,LEC,2000-3999,33,28,84.8%,4.7,4.8,5.0,4.2,4.7,4.6,4.8,4.6,4.9,4.9,4.9,4.9,4.5,4.8,4.9,4.8
Spring,2021,BD,CMCI,APRD,APRD,3004,2,Account Management,"Griffin, Glenn",TTT,LEC,2000-3999,27,10,37.0%,4.2,4.6,4.7,3.9,4.4,4.4,4.7,4.6,4.4,4.6,4.4,4.3,4.4,4.5,4.7,4.5
Spring,2021,BD,CMCI,APRD,APRD,3004,3,Account Management,"Fisher, Cleanthe Gerakos",OTH,LEC,2000-3999,25,11,44.0%,4.8,4.5,4.7,4.2,4.6,4.5,4.5,4.5,4.9,4.6,4.5,4.7,4.5,4.6,4.8,4.8
Spring,2021,BD,CMCI,APRD,APRD,3005,1,Content Strategy,"Fisher, Cleanthe Gerakos",OTH,LEC,2000-3999,29,8,27.6%,4.8,4.1,4.1,4.9,4.5,4.4,4.5,4.9,4.8,4.3,4.6,4.5,4.4,4.3,4.6,4.5
Spring,2021,BD,CMCI,APRD,APRD,3006,1,History of Advertising,"Cheval, Melinda J",INST,LEC,2000-3999,80,62,77.5%,4.8,4.7,4.6,4.9,4.7,4.6,4.7,4.6,4.8,4.7,4.7,4.5,4.7,4.4,4.7,4.6
Spring,2021,BD,CMCI,APRD,APRD,3006,2,History of Advertising,"Knierim, Peter",OTH,LEC,2000-3999,37,21,56.8%,4.0,4.0,4.2,3.1,4.0,3.7,4.1,4.4,4.6,4.2,4.5,4.2,3.4,3.7,4.4,4.5
Spring,2021,BD,CMCI,APRD,APRD,3009,1,Brand Solutions,"Schauster, Erin E",TTT,SEM,2000-3999,36,16,44.4%,4.8,4.7,4.6,4.8,4.9,4.5,4.7,4.6,4.8,4.6,4.6,4.8,4.7,4.6,4.9,4.7
Spring,2021,BD,CMCI,APRD,APRD,3009,2,Brand Solutions,"Schauster, Erin E",TTT,SEM,2000-3999,37,13,35.1%,4.9,4.7,4.9,4.9,4.7,4.8,4.7,4.5,4.9,4.7,4.9,4.8,4.7,4.8,4.8,5.0
Spring,2021,BD,CMCI,APRD,APRD,3009,3,Brand Solutions,"Heisten, Mark",OTH,SEM,2000-3999,37,24,64.9%,4.6,4.8,4.9,4.5,4.8,4.9,5.0,4.8,5.0,4.9,4.9,4.9,4.7,4.8,4.8,4.8
Spring,2021,BD,CMCI,APRD,APRD,3009,4,Brand Solutions,"Reiter, Devin",OTH,SEM,2000-3999,18,10,55.6%,5.0,4.9,5.0,4.7,4.9,5.0,4.9,5.0,5.0,4.9,5.0,5.0,4.9,4.8,4.9,4.9
Spring,2021,BD,CMCI,APRD,APRD,3010,1,Consumer Insights,"Heisten, Mark",OTH,SEM,2000-3999,34,27,79.4%,5.0,4.9,4.9,4.9,4.8,4.9,4.9,4.7,5.0,4.9,4.9,5.0,4.7,4.9,4.9,4.9
Spring,2021,BD,CMCI,APRD,APRD,3010,2,Consumer Insights,"Wofford, Sarah",OTH,SEM,2000-3999,32,14,43.8%,4.9,4.6,4.9,3.9,4.5,4.6,4.8,4.9,4.9,4.6,4.3,4.8,3.1,3.9,4.5,4.4
Spring,2021,BD,CMCI,APRD,APRD,3010,3,Consumer Insights,"Hering, Nicole",OTH,SEM,2000-3999,31,13,41.9%,4.9,4.9,5.0,4.8,4.8,4.8,4.9,4.6,4.9,4.8,4.8,5.0,4.9,4.5,4.9,4.8
Spring,2021,BD,CMCI,APRD,APRD,3100,1,Design for Digital Media,"Labrecque, Joseph",INST,LEC,2000-3999,22,13,59.1%,4.8,4.6,4.7,4.8,4.7,4.6,4.8,4.4,4.9,4.9,4.9,4.8,4.9,4.9,4.9,4.9
Spring,2021,BD,CMCI,APRD,APRD,3102,1,Story Design I,"Znerold, Chris M",OTH,LEC,2000-3999,23,8,34.8%,5.0,4.6,5.0,4.8,4.9,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,3103,1,Writing for PR,"Knierim, Peter",OTH,LEC,2000-3999,15,13,86.7%,4.8,4.8,4.8,4.1,4.5,4.6,4.7,4.4,5.0,4.7,4.8,4.6,4.2,4.2,4.7,4.8
Spring,2021,BD,CMCI,APRD,APRD,3103,2,Writing for PR,"Alviani, Samantha Fields",OTH,LEC,2000-3999,26,16,61.5%,5.0,5.0,5.0,4.7,4.9,4.8,4.9,4.9,5.0,5.0,4.9,4.9,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,3103,3,Writing for PR,"Miles, Michelle Denise",OTH,LEC,2000-3999,20,2,10.0%,5.0,5.0,5.0,5.0,5.0,4.5,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,3104,1,Digital Storytelling for PR,"Hoth, Kevin J",OTH,SEM,2000-3999,35,15,42.9%,4.7,4.5,4.3,4.6,4.5,3.8,4.3,4.4,4.9,4.2,4.6,4.6,4.1,3.3,3.9,4.2
Spring,2021,BD,CMCI,APRD,APRD,3104,2,Digital Storytelling for PR,"Alviani, Samantha Fields",OTH,SEM,2000-3999,28,15,53.6%,5.0,4.7,4.9,5.0,4.9,4.7,4.9,4.8,4.9,4.8,4.9,4.8,4.9,4.7,4.9,4.9
Spring,2021,BD,CMCI,APRD,APRD,3105,1,PR Strategy,"Lee, Seow",TTT,SEM,2000-3999,33,12,36.4%,4.9,4.8,4.5,4.9,4.3,4.8,4.7,4.5,4.8,4.8,4.8,4.6,4.6,4.2,4.5,4.5
Spring,2021,BD,CMCI,APRD,APRD,3105,2,PR Strategy,"Iori, Ron Henry",OTH,SEM,2000-3999,19,11,57.9%,5.0,5.0,5.0,4.8,4.7,5.0,4.9,4.6,5.0,5.0,4.9,4.9,4.6,4.4,4.8,4.7
Spring,2021,BD,CMCI,APRD,APRD,3112,1,International Public Relations,"Sriramesh, Krishnamurthy",TTT,LEC,2000-3999,27,10,37.0%,3.7,3.4,4.1,4.5,3.9,4.0,3.6,4.4,3.9,3.5,3.3,3.5,2.2,2.4,3.0,2.9
Spring,2021,BD,CMCI,APRD,APRD,3300,1,Crisis Communication,"Doty, Dawn",INST,LEC,2000-3999,27,11,40.7%,4.5,4.9,4.8,4.5,4.9,4.9,4.9,4.6,4.8,4.9,4.6,4.5,4.6,4.6,4.6,4.6
Spring,2021,BD,CMCI,APRD,APRD,3301,1,Social Media Strategies,"Davis, Dayna Lynn",OTH,LEC,2000-3999,33,8,24.2%,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,5.0,5.0,5.0,5.0,4.9
Spring,2021,BD,CMCI,APRD,APRD,3301,2,Social Media Strategies,"Anderson, Bianca",OTH,LEC,2000-3999,30,13,43.3%,4.7,4.0,4.5,4.4,4.1,4.1,4.2,4.0,4.9,4.2,4.5,4.5,3.4,2.6,4.0,4.3
Spring,2021,BD,CMCI,APRD,APRD,3301,3,Social Media Strategies,"Davis, Dayna Lynn",OTH,LEC,2000-3999,34,10,29.4%,4.9,4.7,4.8,5.0,4.8,4.5,4.5,4.7,5.0,4.7,4.6,4.6,4.7,4.9,4.8,5.0
Spring,2021,BD,CMCI,APRD,APRD,3302,1,Case Studies,"Meyers, Julie",OTH,LEC,2000-3999,20,8,40.0%,4.9,4.9,4.9,4.4,4.9,4.6,4.6,4.8,4.9,4.8,4.9,4.9,4.5,4.9,4.8,4.6
Spring,2021,BD,CMCI,APRD,APRD,3400,1,Concept Design,"Ligon, Jon",INST,LEC,2000-3999,14,7,50.0%,5.0,5.0,5.0,4.7,4.9,4.9,5.0,4.5,4.9,5.0,5.0,5.0,4.9,4.4,4.9,4.9
Spring,2021,BD,CMCI,APRD,APRD,3500,1,Story Design II,"Slayden, David Lee",TTT,WKS,2000-3999,20,5,25.0%,4.6,4.8,4.6,3.8,4.8,4.6,4.8,4.8,4.6,5.0,5.0,4.8,4.8,4.8,4.6,4.8
Spring,2021,BD,CMCI,APRD,APRD,4000,1,Public Relation Event Planning,"Meyers, Julie",OTH,SEM,4000-4999,16,9,56.3%,4.4,4.4,4.8,3.8,4.6,4.3,4.6,4.8,4.9,4.4,4.7,4.6,4.8,4.8,4.1,4.0
Spring,2021,BD,CMCI,APRD,APRD,4100,1,Brands and Culture,"Slayden, David Lee",TTT,LEC,4000-4999,9,5,55.6%,4.8,4.8,4.8,3.8,5.0,5.0,5.0,4.6,5.0,5.0,5.0,5.0,4.8,4.0,4.4,4.2
Spring,2021,BD,CMCI,APRD,APRD,4100,2,Brands and Culture,"Ampuero, Pablo",INST,LEC,4000-4999,28,10,35.7%,5.0,4.9,5.0,4.7,4.9,4.8,4.9,4.9,5.0,4.9,4.9,4.9,4.9,5.0,4.9,4.9
Spring,2021,BD,CMCI,APRD,APRD,4100,3,Brands and Culture,"Ampuero, Pablo",INST,LEC,4000-4999,28,8,28.6%,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,4300,1,Strategic Comm Analytics,"Vargo, Christopher",TTT,LEC,4000-4999,20,17,85.0%,4.9,4.8,4.8,4.8,4.6,4.8,4.7,4.8,5.0,4.9,4.9,4.9,4.8,4.9,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,4300,2,Strategic Comm Analytics,"Arnett, Trina D",INST,LEC,4000-4999,18,12,66.7%,4.6,4.7,4.6,4.8,4.5,4.8,4.6,4.5,5.0,4.9,4.8,5.0,4.7,4.7,4.9,5.0
Spring,2021,BD,CMCI,APRD,APRD,4301,1,Social Media Listening,"Duncan, Matthew Richard",OTH,LEC,4000-4999,21,18,85.7%,4.9,4.8,4.9,4.6,4.8,4.8,4.8,4.8,4.9,4.9,4.8,5.0,4.7,4.8,5.0,4.9
Spring,2021,BD,CMCI,APRD,APRD,4302,1,Marketing Data Visualization,"Arnett, Trina D",INST,LEC,4000-4999,9,7,77.8%,4.6,5.0,4.6,3.4,4.0,4.6,4.6,4.3,5.0,4.8,4.7,4.8,4.7,4.5,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,4302,2,Marketing Data Visualization,"Arnett, Trina D",INST,LEC,4000-4999,7,6,85.7%,5.0,4.7,5.0,3.8,4.7,4.8,4.8,4.7,5.0,4.8,4.8,4.8,5.0,4.7,4.8,5.0
Spring,2021,BD,CMCI,APRD,APRD,4403,1,Strat Com Campaigns,"Fredericksen, Lynn",OTH,LEC,4000-4999,21,10,47.6%,5.0,4.7,5.0,5.0,5.0,4.5,4.9,4.5,4.8,4.8,5.0,4.9,4.7,3.9,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,4403,2,Strat Com Campaigns,"Peterson, Loni Marie",OTH,LEC,4000-4999,24,10,41.7%,5.0,4.8,4.9,5.0,5.0,4.9,4.9,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9
Spring,2021,BD,CMCI,APRD,APRD,4403,4,Strat Com Campaigns,"Stoner, Michael Hart",OTH,LEC,4000-4999,27,17,63.0%,5.0,4.9,4.9,5.0,5.0,4.9,4.9,4.8,4.9,4.9,4.9,5.0,4.9,4.5,5.0,4.9
Spring,2021,BD,CMCI,APRD,APRD,4403,5,Strat Com Campaigns,"Gangadharbatla, Harsha",TTT,LEC,4000-4999,20,16,80.0%,4.9,4.8,5.0,5.0,4.9,4.9,4.9,5.0,4.9,4.9,5.0,4.9,4.9,4.4,5.0,4.8
Spring,2021,BD,CMCI,APRD,APRD,4403,6,Strat Com Campaigns,"Forsyth, Eric",OTH,LEC,4000-4999,19,6,31.6%,4.7,3.8,4.2,4.3,4.2,4.0,4.3,4.2,5.0,4.3,4.8,4.2,4.2,3.5,4.5,4.3
Spring,2021,BD,CMCI,APRD,APRD,4403,7,Strat Com Campaigns,"Elliston, Diane Marie",OTH,LEC,4000-4999,19,9,47.4%,4.9,4.6,4.6,4.9,4.6,4.4,4.6,4.8,4.3,3.9,4.4,4.1,4.0,3.9,4.2,4.9
Spring,2021,BD,CMCI,APRD,APRD,4403,8,Strat Com Campaigns,"Elliston, Diane Marie",OTH,LEC,4000-4999,22,8,36.4%,4.5,4.1,4.3,4.6,4.4,4.1,4.4,4.3,4.9,4.4,4.1,4.4,4.3,3.5,4.8,4.4
Spring,2021,BD,CMCI,APRD,APRD,4403,9,Strat Com Campaigns,"Hawes, Dan",OTH,LEC,4000-4999,20,6,30.0%,5.0,4.0,4.5,5.0,4.7,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.7,4.8,4.8
Spring,2021,BD,CMCI,APRD,APRD,4403,10,Strat Com Campaigns,"Kinner, Kelly Sue",OTH,LEC,4000-4999,18,9,50.0%,4.2,4.0,4.3,4.7,4.3,4.4,4.6,3.8,3.8,4.4,4.3,4.1,3.7,3.4,3.6,3.2
Spring,2021,BD,CMCI,APRD,APRD,4403,11,Strat Com Campaigns,"Kutner, Justin Marcus",OTH,LEC,4000-4999,22,13,59.1%,5.0,4.8,4.9,5.0,4.9,4.8,5.0,4.8,5.0,5.0,4.9,5.0,4.5,4.6,5.0,4.9
Spring,2021,BD,CMCI,APRD,APRD,4403,12,Strat Com Campaigns,"Iori, Ron Henry",OTH,LEC,4000-4999,16,5,31.3%,5.0,4.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,4.8,4.6,4.8,4.6
Spring,2021,BD,CMCI,APRD,APRD,4403,13,Strat Com Campaigns,"Katz, Molly C",OTH,LEC,4000-4999,17,10,58.8%,4.7,4.4,4.6,4.6,4.3,4.4,4.4,4.0,4.6,4.4,4.8,4.6,4.0,3.6,4.1,4.2
Spring,2021,BD,CMCI,APRD,APRD,4403,14,Strat Com Campaigns,"Barnett, Jonathan",OTH,LEC,4000-4999,21,8,38.1%,4.9,5.0,5.0,4.9,4.6,4.8,4.8,4.8,4.9,4.9,4.9,4.9,4.9,4.8,4.9,4.8
Spring,2021,BD,CMCI,APRD,APRD,4501,1,Design for Social Innovation,"Bowen, Russell Alan",OTH,STU,4000-4999,17,6,35.3%,5.0,4.8,5.0,5.0,5.0,5.0,5.0,4.8,5.0,5.0,4.8,4.8,5.0,4.7,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,4504,1,Copywriting Seminar,"Ampuero, Pablo",INST,SEM,4000-4999,5,2,40.0%,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,4505,1,Art Direction Seminar,"Benjamin, Michael",OTH,SEM,4000-4999,5,5,100.0%,5.0,5.0,4.8,4.5,4.6,4.8,5.0,5.0,5.0,5.0,4.8,5.0,5.0,5.0,4.4,5.0
Spring,2021,BD,CMCI,APRD,APRD,4506,801,Portfolio Development I,"Griffin, Glenn",TTT,SEM,4000-4999,9,2,22.2%,2.0,3.5,2.5,4.0,2.0,4.0,2.5,1.0,1.0,2.5,1.5,2.0,2.0,1.0,4.0,4.0
Spring,2021,BD,CMCI,APRD,APRD,4543,1,Strategic Brand Management,"Weintraub, William H",OTH,LEC,4000-4999,12,5,41.7%,4.8,5.0,5.0,5.0,5.0,5.0,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.2,4.6,4.4
Spring,2021,BD,CMCI,APRD,APRD,4601,801,Media Design Portfolio II,"Ligon, Jon",INST,LEC,4000-4999,19,10,52.6%,5.0,4.9,4.9,4.9,5.0,4.9,4.9,4.9,4.9,5.0,5.0,4.9,5.0,5.0,5.0,4.9
Spring,2021,BD,CMCI,APRD,APRD,4873,1,Special Topics,"Clurman, Andrew William",OTH,LEC,4000-4999,10,2,20.0%,5.0,4.5,4.5,5.0,5.0,4.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,4873,1,Special Topics,"Dorn, Jonathan",OTH,LEC,4000-4999,10,2,20.0%,5.0,4.5,4.5,5.0,5.0,4.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,4873,3,Special Topics,"Ligon, Jon",INST,LEC,4000-4999,11,3,27.3%,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.7,4.7,4.7,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,4873,4,Special Topics,"Vardeman, Christopher",TA,LEC,4000-4999,17,6,35.3%,5.0,5.0,5.0,5.0,5.0,4.8,5.0,4.8,5.0,5.0,4.8,5.0,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,4873,11,Special Topics,"Finn, Patrick C",OTH,LEC,4000-4999,10,5,50.0%,5.0,4.8,5.0,5.0,5.0,4.6,5.0,4.4,4.8,5.0,5.0,5.0,4.8,4.8,5.0,4.5
Spring,2021,BD,CMCI,APRD,APRD,4873,802,Special Topics,"Doty, Dawn",INST,LEC,4000-4999,14,8,57.1%,5.0,4.9,4.9,5.0,5.0,4.9,4.9,4.8,4.9,5.0,5.0,5.0,4.9,4.9,4.9,4.9
Spring,2021,BD,CMCI,APRD,APRD,4931,901,Internship,"Cheval, Melinda J",INST,INT,4000-4999,6,2,33.3%,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,4931,907,Internship,"Willis, Erin N",TTT,INT,4000-4999,9,5,55.6%,4.5,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,4931,918,Internship,"Labrecque, Joseph",INST,INT,4000-4999,4,2,50.0%,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Spring,2021,BD,CMCI,APRD,APRD,4931,919,Internship,"Arnett, Trina D",INST,INT,4000-4999,4,1,25.0%,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
